Codrecurso,URLNombreCast,Nombre,URLNombreBuscador,CodCategoria,IdRecursoCategoria,IDCATEGORIA,NombreLocalidad,Tipo,Especialidad,Path,ImgFichero,DescripZona,Distancia,GEORR_X,GEORR_Y,DIPLOMACOMPROMISO
"1117","101","101","Restauracion","081005","2006","02010000","BERRIOZAR","Restaurantes","Casera o regional","02\01\00\00\","1117FotoTH1.jpg","Cuenca de Pamplona","","608385","4743626","NO"
"4021","A Queimada","A Queimada","Restauracion","081002","5732","02010000","TUDELA","Restaurantes","Casera o regional","02\01\00\00\","4021FotoTH1.jpg","La Ribera","","616494","4655397","NO"
"180","Abba Reino de Navarra","Abba Reino de Navarra","Restauracion","","2969","02040000","PAMPLONA","Restaurantes","Casera o regional","01\01\01\00\","180FotoTH1.jpg","Cuenca de Pamplona","","609506","4740422","SI"
"263","AC Ciudad de Tudela","AC Ciudad de Tudela","Restauracion","","3002","02040000","TUDELA","Restaurantes","Casera o regional","01\01\01\00\","263FotoTH1.JPG","La Ribera","","615198","4657461","NO"
"6594","Acedo","Acedo","Restauracion","081002","6529","02010000","ACEDO","Restaurantes","Casera o regional","02\01\00\00\","6594FotoTH1.JPG","Zona Media","","561346","4723440","NO"
"1093","Adoquín de la Estafeta","Adoquín de la Estafeta","Restauracion","081005","1982","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1093FotoTH1.jpg","Cuenca de Pamplona","","611082","4741324","NO"
"1261","Aguirre","Aguirre","Restauracion","081005","2150","02010000","ORICÁIN","Restaurantes","Casera o regional","02\01\00\00\","1261FotoTH1.jpg","Cuenca de Pamplona","","612831","4745743","NO"
"3855","Agustinos","Agustinos","Restauracion","","3019","02040000","BERRIOPLANO","Restaurantes","Casera o regional","01\01\01\00\","3855FotoTH1.jpg","Cuenca de Pamplona","","607489","4743240","NO"
"4579","Aire de Bardenas","Aire de Bardenas","Restauracion","","3040","02040000","TUDELA","Restaurantes","","01\01\01\00\","4579FotoTH1.jpg","La Ribera","","620093","4654764","NO"
"5309","Aitona","Aitona","Restauracion","081005","2843","02010000","GERENDIAIN","Restaurantes","Casera o regional","02\01\00\00\","5309FotoTH1.jpg","Pirineos","","607950","4757991","NO"
"1522","Aixeleku Jatetxea","Aixeleku Jatetxea","Restauracion","081005","2411","02010000","OLAZTI/OLAZAGUTIA","Restaurantes","Casera o regional","02\01\00\00\","1522FotoTH1.jpg","Pirineos","","565583","4747343","NO"
"1400","Aizberri","Aizberri","Restauracion","081005","2289","02010000","BERRIOZAR","Restaurantes","Casera o regional","","","Cuenca de Pamplona","","607966","4743857","NO"
"1501","Akelarre","Akelarre","Restauracion","081005","2390","02010000","ALTSASU/ALSASUA","Restaurantes","Casera o regional","02\01\00\00\","1501FotoTH1.jpg","Pirineos","","567529","4749386","NO"
"1560","Alai-Taberna","Alai-Taberna","Restauracion","081005","2449","02010000","EULATE","Restaurantes","Casera o regional","02\01\00\00\","1560FotoTH1.jpg","Pirineos","","565033","4736184","NO"
"97","Alaiz","Alaiz","Restauracion","","2936","02040000","BERIÁIN","Restaurantes","Casera o regional","01\01\03\00\","97FotoTH1.jpg","Cuenca de Pamplona","","611906","4732491","NO"
"3375","Álamo","Álamo","Restauracion","                                                  ","2656","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3375FotoTH1.jpg","Cuenca de Pamplona","","611652","4740782","NO"
"186","Albret","Albret","Restauracion","","2972","02040000","PAMPLONA","Restaurantes","Casera o regional","01\01\01\00\","186FotoTH1.jpg","Cuenca de Pamplona","","608790","4740534","NO"
"5954","Alday","Alday","Restauracion","","5879","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5954FotoTH1.JPG","Zona Media","","579706","4724687","NO"
"7066","Alhama","Alhama","Restauracion","081003","6959","02010000","CINTRUÉNIGO","Restaurantes","Casera o regional, Innovadora","02\01\00\00\","7066FotoTH1.JPG","La Ribera","","599490","4659066","NO"
"994","Alhambra","Alhambra","Restauracion","081004","1883","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","994FotoTH1.JPG","Cuenca de Pamplona","","611093","4740906","NO"
"990","Alsafir","Alsafir","Restauracion","081002","1879","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","990FotoTH1.jpg","Cuenca de Pamplona","","611463","4740651","NO"
"1523","Altxunea Erretegia","Altxunea Erretegia","Restauracion","081002","2412","02010000","ITUREN","Restaurantes","Asador","02\01\00\00\","1523FotoTH1.jpg","Pirineos","","605316","4775983","NO"
"1290","Altzatenea","Altzatenea","Restauracion","081001","2179","02010000","ZUGARRAMURDI","Restaurantes","Asador, Casera o regional","02\01\00\00\","1290FotoTH1.JPG","Pirineos","","618332","4791725","NO"
"1642","Amabella","Amabella","Restauracion","081101                                            ","2531","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610404","4740406","NO"
"1181","Amaral","Amaral","Restauracion","081005","2070","02010000","ORORBIA","Restaurantes","","02\01\00\00\","1181FotoTH1.jpg","Cuenca de Pamplona","","602380","4741297","NO"
"6366","Amatxi","Amatxi","Restauracion","081002","6409","02010000","VILLAVA","Restaurantes","Casera o regional","02\01\00\00\","6366FotoTH1.JPG","Cuenca de Pamplona","","613533","4743447","NO"
"5955","Amaya","Amaya","Restauracion","","5880","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5955FotoTH1.JPG","Zona Media","","579223","4724679","NO"
"5956","Ametsa","Ametsa","Restauracion","","5881","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5956FotoTH1.JPG","Zona Media","","579361","4724317","NO"
"1060","Ameztia","Ameztia","Restauracion","081002","1949","02010000","DONEZTEBE/SANTESTEBAN","Restaurantes","Asador","02\01\00\00\","1060FotoTH1.jpg","Pirineos","","608128","4776188","NO"
"996","Amóstegui","Amóstegui","Restauracion","081005","1885","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","996FotoTH1.jpg","Cuenca de Pamplona","","610847","4741355","NO"
"1240","Anaiak","Anaiak","Restauracion","081005","2129","02010000","UHARTE-ARAKIL","Restaurantes","Casera o regional","","","Pirineos","","584122","4752421","NO"
"1557","Anaitasuna","Anaitasuna","Restauracion","081005","2446","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1557FotoTH1.jpg","Cuenca de Pamplona","","610605","4741188","NO"
"3364","Anaitasuna","Anaitasuna","Restauracion","                                                  ","2645","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3364FotoTH1.jpg","Cuenca de Pamplona","","610617","4741190","NO"
"1059","Andamur","Andamur","Restauracion","081001","1948","02010000","IMÁRCOAIN","Restaurantes","","02\01\00\00\","1059FotoTH1.jpg","Cuenca de Pamplona","","613433","4731767","NO"
"233","Andía","Andía","Restauracion","","2990","02040000","ORKOIEN","Restaurantes","Casera o regional","01\01\01\00\","233FotoTH1.jpg","Cuenca de Pamplona","","606736","4741876","SI"
"5957","Andía","Andía","Restauracion","","5882","02030000","ESTELLA-LIZARRA","Bares de pinchos","","","","Zona Media","","579274","4724766","NO"
"1721","Andrea","Andrea","Restauracion","081101                                            ","2610","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610734","4742771","NO"
"1683","Anduriña","Anduriña","Restauracion","081101                                            ","2572","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610878","4739889","NO"
"3935","Ángel","Ángel","Restauracion","081001","2673","02010000","BARÁSOAIN","Restaurantes","Casera o regional","02\01\00\00\","3935FotoTH1.jpg","Zona Media","","611102","4717672","NO"
"3938","Animals","Animals","Restauracion","081005","2676","02010000","BURLADA","Restaurantes","Innovadora","02\01\00\00\","3938FotoTH1.jpg","Cuenca de Pamplona","","616102","4742188","NO"
"7096","Ansoleaga 33","Ansoleaga 33","Restauracion","081004","6996","02010000","PAMPLONA","Restaurantes","Casera o regional, Innovadora","02\01\00\00\","7096FotoTH1.JPG","Cuenca de Pamplona","","610753","4741445","NO"
"1105","Antigua Taberna Tabla Tomasa","Antigua Taberna Tabla Tomasa","Restauracion","081005","1994","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1105FotoTH1.jpg","Cuenca de Pamplona","","609478","4741292","NO"
"1145","Antonio","Antonio","Restauracion","081005","2034","02010000","LODOSA","Restaurantes","Casera o regional","02\01\00\00\","1145FotoTH1.jpg","La Ribera","","576366","4697081","NO"
"1246","Aragón","Aragón","Restauracion","081005","2135","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1246FotoTH1.jpg","Cuenca de Pamplona","","610823","4739829","NO"
"5934","Aragón","Aragón","Restauracion","","5859","02030000","TUDELA","Bares de pinchos","","02\03\00\00\","5934FotoTH1.JPG","La Ribera","","615327","4657573","NO"
"1062","Arakindegia","Arakindegia","Restauracion","081002","1951","02010000","LEITZA","Restaurantes","Casera o regional","02\01\00\00\","1062FotoTH1.jpg","Pirineos","","588290","4770404","NO"
"1150","Aralar","Aralar","Restauracion","081005","2039","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","1150FotoTH1.jpg","Cuenca de Pamplona","","611680","4740838","NO"
"3352","Aralar","Aralar","Restauracion","                                                  ","2633","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","3352FotoTH1.jpg","Cuenca de Pamplona","","611673","4740842","NO"
"4340","Aralar","Aralar","Restauracion","","3031","02040000","AIZOÁIN","Restaurantes","Casera o regional","01\01\03\00\","4340FotoTH1.jpg","Cuenca de Pamplona","","607698","4744278","NO"
"4487","Arandigoyen","Arandigoyen","Restauracion","","3038","02040000","ARANDIGOYEN","Restaurantes","Asador","01\01\03\00\","4487FotoTH1.jpg","Zona Media","","583014","4724426","NO"
"115","Arangoiti","Arangoiti","Restauracion","","2943","02040000","YESA","Restaurantes","Casera o regional","01\01\03\00\","115FotoTH1.jpg","Zona Media","","647545","4720207","NO"
"7355","Arantza","Arantza","Restauracion","081004","7447","02010000","ARANTZA","Restaurantes","Asador, De autor, Vegetariana","02\01\00\00\","7355FotoTH1.JPG","Pirineos","","601864","4782368","NO"
"5320","Arbizu Eko Kanpina","Arbizu Eko Kanpina","Restauracion","","3059","02040000","ARBIZU","Restaurantes","","01\03\00\00\","5320FotoTH1.jpg","Pirineos","","578724","4749939","SI"
"1665","Arcos","Arcos","Restauracion","081101                                            ","2554","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","608960","4740469","NO"
"236","Ardoi","Ardoi","Restauracion","","2992","02040000","ZIZUR MAYOR","Restaurantes","Casera o regional","01\01\03\00\","236FotoTH1.jpg","Cuenca de Pamplona","","606694","4738676","NO"
"273","Area 99","Area 99","Restauracion","","3004","02040000","ESTELLA-LIZARRA","Restaurantes","Casera o regional","01\01\03\00\","273FotoTH1.jpg","Zona Media","","579763","4722761","NO"
"7303","Área de Servicio Alsasua Dirección Irún","Área de Servicio Alsasua Dirección Irún","Restauracion","081101","7277","02020000","ALTSASU/ALSASUA","Cafeterías","","","","Pirineos","","0","0","NO"
"1420","Área de Servicio de Tudela","Área de Servicio de Tudela","Restauracion","081001","2309","02010000","FONTELLAS","Restaurantes","Casera o regional","02\01\00\00\","1420FotoTH1.jpg","La Ribera","","615837","4652131","NO"
"1705","Area De Servicio De Valtierra (margen N.)","Area De Servicio De Valtierra (margen N.)","Restauracion","081101                                            ","2594","02020000","VALTIERRA","Cafeterías","","","","La Ribera","","609300","4672874","NO"
"1635","Area De Servicio Imarcoain Sur","Area De Servicio Imarcoain Sur","Restauracion","081101","2524","02020000","IMÁRCOAIN","Cafeterías","","","","Cuenca de Pamplona","","613085","4732034","NO"
"1452","Area de Servicios Zuasti","Area de Servicios Zuasti","Restauracion","081005","2341","02010000","ZUASTI","Restaurantes","Casera o regional","02\01\00\00\","1452FotoTH1.jpg","Cuenca de Pamplona","","602586","4746275","NO"
"1384","Argia","Argia","Restauracion","081005","2273","02010000","NOÁIN","Restaurantes","Casera o regional","02\01\00\00\","1384FotoTH1.jpg","Cuenca de Pamplona","","611750","4735276","NO"
"6354","Argileku","Argileku","Restauracion","081002","6299","02010000","PAMPLONA","Restaurantes","Asador, Casera o regional","02\01\00\00\","6354FotoTH1.JPG","Cuenca de Pamplona","","0","0","NO"
"4029","Aribe","Aribe","Restauracion","","3025","02040000","ARIBE","Restaurantes","Casera o regional","01\01\05\00\","4029FotoTH1.jpg","Pirineos","","641446","4756260","NO"
"1238","Aritz-Alde","Aritz-Alde","Restauracion","081001","2127","02010000","ETXARRI-ARANATZ","Restaurantes","Casera o regional","","","Pirineos","","576362","4751006","NO"
"1454","Aritzalko","Aritzalko","Restauracion","081005","2343","02010000","ETXARRI-ARANATZ","Restaurantes","Casera o regional","02\01\00\00\","1454FotoTH1.jpg","Pirineos","","575145","4749915","NO"
"1385","Armendi","Armendi","Restauracion","081005","2274","02010000","BELZUNCE","Restaurantes","Asador","02\01\00\00\","1385FotoTH1.jpg","Cuenca de Pamplona","","607594","4750598","NO"
"1239","Armua","Armua","Restauracion","081005","2128","02010000","URDAZUBI/URDAX","Restaurantes","Casera o regional","02\01\00\00\","1239FotoTH1.jpg","Pirineos","","619378","4792428","NO"
"1306","Arocena","Arocena","Restauracion","081005","2195","02010000","DONEZTEBE/SANTESTEBAN","Restaurantes","Casera o regional","02\01\00\00\","1306FotoTH1.jpg","Pirineos","","607498","4776726","NO"
"1082","Arotxa","Arotxa","Restauracion","081002","1971","02010000","LEGASA","Restaurantes","Asador","02\01\00\00\","1082FotoTH1.jpg","Pirineos","","610305","4776180","NO"
"4794","Arrobi Borda","Arrobi Borda","Restauracion","","3044","02040000","EUGI","Restaurantes","Casera o regional","01\01\03\00\","4794FotoTH1.jpg","Pirineos","","621090","4763464","NO"
"7092","Artea","Artea","Restauracion","081001","6995","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","7092FotoTH1.JPG","Cuenca de Pamplona","","609917","4742372","NO"
"3925","Artwohl","Artwohl","Restauracion","081002","2668","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","3925FotoTH1.jpg","Cuenca de Pamplona","","611348","4741027","NO"
"4714","Artwohl","Artwohl","Restauracion","                                                  ","2781","02030000","PAMPLONA","Bares de pinchos","","02\03\00\00\","4714FotoTH1.jpg","Cuenca de Pamplona","","611349","4741027","NO"
"1256","Asador Almadía","Asador Almadía","Restauracion","081005","2145","02010000","PAMPLONA","Restaurantes","Internacional","02\01\00\00\","1256FotoTH1.jpg","Cuenca de Pamplona","","610601","4739897","NO"
"1037","Asador Aritza","Asador Aritza","Restauracion","081005","1926","02010000","AURITZ/BURGUETE","Restaurantes","Casera o regional","02\01\00\00\","1037FotoTH1.jpg","Pirineos","","635944","4761227","SI"
"1255","Asador Aterpe","Asador Aterpe","Restauracion","081005","2144","02010000","ARANTZA","Restaurantes","Casera o regional","02\01\00\00\","1255FotoTH1.jpg","Pirineos","","603545","4783195","NO"
"1280","Asador Basomutur","Asador Basomutur","Restauracion","081001","2169","02010000","ALTSASU/ALSASUA","Restaurantes","Asador","02\01\00\00\","1280FotoTH1.jpg","Pirineos","","568028","4749637","NO"
"1020","Asador Bodegas Lezaun","Asador Bodegas Lezaun","Restauracion","081005","1909","02010000","LÁCAR","Restaurantes","Asador","02\01\00\00\","1020FotoTH1.jpg","Zona Media","","585305","4726333","NO"
"1502","Asador Borda","Asador Borda","Restauracion","081005","2391","02010000","ETXARRI-ARANATZ","Restaurantes","De autor","02\01\00\00\","1502FotoTH1.jpg","Pirineos","","576378","4750320","NO"
"1546","Asador Brasas","Asador Brasas","Restauracion","081002","2435","02010000","TAFALLA","Restaurantes","Asador","02\01\00\00\","1546FotoTH1.jpg","Zona Media","","609040","4709049","NO"
"1019","Asador Casa Antonio","Asador Casa Antonio","Restauracion","081005","1908","02010000","MILAGRO","Restaurantes","Asador","02\01\00\00\","1019FotoTH1.jpg","La Ribera","","601948","4677416","NO"
"1550","Asador Casa Arteta","Asador Casa Arteta","Restauracion","081005","2439","02010000","MARCALÁIN","Restaurantes","Casera o regional","02\01\00\00\","1550FotoTH1.jpg","Cuenca de Pamplona","","606410","4750417","NO"
"1438","Asador Casa Tomás","Asador Casa Tomás","Restauracion","081002","2327","02010000","SAN MARTÍN DE UNX","Restaurantes","Asador, Casera o regional","02\01\00\00\","1438FotoTH1.jpg","Zona Media","","618179","4708914","NO"
"1481","Asador Castillo de Mendillorri","Asador Castillo de Mendillorri","Restauracion","081001","2370","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1481FotoTH1.jpg","Cuenca de Pamplona","","612892","4740584","NO"
"3920","Asador Don Diego de Larrea","Asador Don Diego de Larrea","Restauracion","081005","2663","02010000","FALCES","Restaurantes","Casera o regional","02\01\00\00\","3920FotoTH1.jpg","La Ribera","","599118","4693567","NO"
"1536","Asador Epeleta","Asador Epeleta","Restauracion","081002","2425","02010000","LEKUNBERRI","Restaurantes","Asador","02\01\00\00\","1536FotoTH1.jpg","Pirineos","","589415","4762928","NO"
"1208","Asador Erreleku","Asador Erreleku","Restauracion","081002","2097","02010000","CORDOVILLA","Restaurantes","Asador, Asador, Casera o regional, De tapas y raciones","02\01\00\00\","1208FotoTH1.jpg","Cuenca de Pamplona","","610739","4738220","NO"
"1186","Asador Erretegia","Asador Erretegia","Restauracion","081005","2075","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1186FotoTH1.jpg","Cuenca de Pamplona","","611044","4741409","NO"
"992","Asador Erri-Berri","Asador Erri-Berri","Restauracion","081005","1881","02010000","OLITE","Restaurantes","","02\01\00\00\","992FotoTH1.jpg","Zona Media","","610930","4704079","NO"
"991","Asador Ezkurra","Asador Ezkurra","Restauracion","081005","1880","02010000","HUARTE","Restaurantes","","02\01\00\00\","991FotoTH1.jpg","Cuenca de Pamplona","","615883","4742939","NO"
"1540","Asador Gastón","Asador Gastón","Restauracion","081005","2429","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1540FotoTH1.jpg","Cuenca de Pamplona","","610373","4742481","NO"
"1201","Asador Gaztelu","Asador Gaztelu","Restauracion","081005","2090","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1201FotoTH1.jpg","Cuenca de Pamplona","","611853","4743061","NO"
"1301","Asador Iparralde","Asador Iparralde","Restauracion","081002","2190","02010000","VILLAVA","Restaurantes","Casera o regional","02\01\00\00\","1301FotoTH1.jpg","Cuenca de Pamplona","","613317","4743222","NO"
"1450","Asador Ipartxo","Asador Ipartxo","Restauracion","081005","2339","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1450FotoTH1.jpg","Cuenca de Pamplona","","610998","4740229","NO"
"1108","Asador Irache","Asador Irache","Restauracion","081002","1997","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1108FotoTH1.jpg","Cuenca de Pamplona","","609481","4741336","NO"
"1324","Asador Iturrama","Asador Iturrama","Restauracion","081005","2213","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1324FotoTH1.jpg","Cuenca de Pamplona","","609831","4740023","NO"
"1204","Asador Itziar","Asador Itziar","Restauracion","081001","2093","02010000","ORORBIA","Restaurantes","Asador","","","Cuenca de Pamplona","","602264","4741238","NO"
"1341","Asador Julián","Asador Julián","Restauracion","081005","2230","02010000","CÁRCAR","Restaurantes","Casera o regional","02\01\00\00\","1341FotoTH1.jpg","La Ribera","","585185","4694757","NO"
"7356","Asador Katuzarra","Asador Katuzarra","Restauracion","081002","7438","02010000","PAMPLONA","Restaurantes","Asador, Casera o regional, De tapas y raciones","02\01\00\00\","7356FotoTH1.JPG","Cuenca de Pamplona","","610805","4741309","NO"
"1233","Asador La Basque","Asador La Basque","Restauracion","081005","2122","02010000","ETXALAR","Restaurantes","Asador","02\01\00\00\","1233FotoTH1.jpg","Pirineos","","610607","4787698","NO"
"1555","Asador La Tasca","Asador La Tasca","Restauracion","081005","2444","02010000","ESTELLA-LIZARRA","Restaurantes","Asador","02\01\00\00\","1555FotoTH1.jpg","Zona Media","","578996","4725206","NO"
"1302","Asador Larra","Asador Larra","Restauracion","081005","2191","02010000","CORELLA","Restaurantes","Asador","02\01\00\00\","1302FotoTH1.jpg","La Ribera","","600491","4663364","NO"
"1428","Asador Lizarraga","Asador Lizarraga","Restauracion","081005","2317","02010000","URROZ-VILLA","Restaurantes","Casera o regional","02\01\00\00\","1428FotoTH1.jpg","Pirineos","","626013","4737401","NO"
"1214","Asador Los Nandos","Asador Los Nandos","Restauracion","081002","2103","02010000","LODOSA","Restaurantes","Asador","02\01\00\00\","1214FotoTH2.jpg","La Ribera","","575473","4697435","NO"
"1187","Asador Maya","Asador Maya","Restauracion","081003","2076","02010000","ESQUÍROZ","Restaurantes","Asador","02\01\00\00\","1187FotoTH1.jpg","Cuenca de Pamplona","","610032","4736501","NO"
"1243","Asador Mediavilla","Asador Mediavilla","Restauracion","081001","2132","02010000","SANGÜESA","Restaurantes","Asador, Asador, Casera o regional","02\01\00\00\","1243FotoTH1.jpg","Zona Media","","640804","4715136","NO"
"1533","Asador Menchu","Asador Menchu","Restauracion","081005","2422","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1533FotoTH1.jpg","Cuenca de Pamplona","","609387","4740181","NO"
"1513","Asador Mutiloa","Asador Mutiloa","Restauracion","081005","2402","02010000","MUTILVA","Restaurantes","Casera o regional","02\01\00\00\","1513FotoTH1.jpg","Cuenca de Pamplona","","612316","4737656","NO"
"1116","Asador Olave","Asador Olave","Restauracion","081005","2005","02010000","PAMPLONA","Restaurantes","","","","Cuenca de Pamplona","","610736","4742879","NO"
"1110","Asador Olaverri","Asador Olaverri","Restauracion","081005","1999","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1110FotoTH1.jpg","Cuenca de Pamplona","","611500","4740323","NO"
"1084","Asador Oñaska","Asador Oñaska","Restauracion","081001","1973","02010000","ELBETE","Restaurantes","Asador, Asador, Casera o regional","02\01\00\00\","1084FotoTH1.jpg","Pirineos","","620442","4778870","NO"
"1566","Asador Pizzeria Casa del Preboste","Asador Pizzeria Casa del Preboste","Restauracion","081003","2455","02010000","OLITE","Restaurantes","Casera o regional","02\01\00\00\","1566FotoTH1.jpg","Zona Media","","610873","4704022","NO"
"989","Asador Sidrería Horno de Aralar","Asador Sidrería Horno de Aralar","Restauracion","081005","1878","02010000","PAMPLONA","Restaurantes","","02\01\00\00\","989FotoTH1.jpg","Cuenca de Pamplona","","610838","4741343","NO"
"1252","Asador Sidrería Saralegui","Asador Sidrería Saralegui","Restauracion","081005","2141","02010000","BARAÑÁIN","Restaurantes","Sidrería","02\01\00\00\","1252FotoTH1.jpg","Cuenca de Pamplona","","607708","4739735","NO"
"1350","Asador Sidreria Zaldiko","Asador Sidreria Zaldiko","Restauracion","081005","2239","02010000","PAMPLONA","Restaurantes","Sidrería","02\01\00\00\","1350FotoTH1.jpg","Cuenca de Pamplona","","610715","4741594","NO"
"1065","Asador Sidrería Zubiondo","Asador Sidrería Zubiondo","Restauracion","081002","1954","02010000","LESAKA","Restaurantes","Asador, Sidrería","02\01\00\00\","1065FotoTH1.jpg","Pirineos","","605818","4792632","NO"
"1176","Asador Tres Tinas","Asador Tres Tinas","Restauracion","081002","2065","02010000","VIANA","Restaurantes","","02\01\00\00\","1176FotoTH1.JPG","Pirineos","","551787","4707221","NO"
"1592","Asador Uslaer","Asador Uslaer","Restauracion","081005","2481","02010000","PAMPLONA","Restaurantes","Asador","02\01\00\00\","1592FotoTH1.jpg","Cuenca de Pamplona","","610460","4742796","NO"
"4830","Asador Uxue","Asador Uxue","Restauracion","081005","2803","02010000","UJUÉ","Restaurantes","Casera o regional","02\01\00\00\","4830FotoTH1.jpg","Zona Media","","623252","4707028","NO"
"1257","Asador Zubiondo","Asador Zubiondo","Restauracion","081003","2146","02010000","HUARTE","Restaurantes","Asador","02\01\00\00\","1257FotoTH1.jpg","Cuenca de Pamplona","","615541","4743198","NO"
"1352","Asador Zulueta","Asador Zulueta","Restauracion","081005","2241","02010000","ZULUETA","Restaurantes","Asador","02\01\00\00\","1352FotoTH1.JPG","Cuenca de Pamplona","","615928","4732915","NO"
"1175","Askartza","Askartza","Restauracion","081005","2064","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","1175FotoTH1.jpg","Cuenca de Pamplona","","610449","4741497","NO"
"1559","Astarriaga","Astarriaga","Restauracion","081003","2448","02010000","ESTELLA-LIZARRA","Restaurantes","Asador","02\01\00\00\","1559FotoTH1.jpg","Zona Media","","579302","4724869","NO"
"5968","Astarriaga","Astarriaga","Restauracion","","5893","02030000","ESTELLA-LIZARRA","Bares de pinchos","","02\03\00\00\","5968FotoTH1.JPG","Zona Media","","579324","4724864","NO"
"5248","Astitz","Astitz","Restauracion","081001","2838","02010000","ASTITZ","Restaurantes","Casera o regional","02\01\00\00\","5248FotoTH1.jpg","Pirineos","","591301","4758240","NO"
"1278","Atalaya","Atalaya","Restauracion","081005","2167","02010000","PERALTA","Restaurantes","Casera o regional","02\01\00\00\","1278FotoTH1.jpg","La Ribera","","599111","4688085","NO"
"1698","Atalaya","Atalaya","Restauracion","081101                                            ","2587","02020000","PERALTA","Cafeterías","","","","La Ribera","","599111","4688085","NO"
"6540","Auñamendi","Auñamendi","Restauracion","081002","6512","02010000","OCHAGAVÍA","Restaurantes","Casera o regional","02\01\00\00\","6540FotoTH1.JPG","Pirineos","","655920","4752007","NO"
"76","Auzoa","Auzoa","Restauracion","","6806","02040000","BERA","Restaurantes","","01\01\03\00\","76FotoTH1.jpg","Pirineos","","607416","4792930","NO"
"1404","Auzoa","Auzoa","Restauracion","081001","2293","02010000","BERA","Restaurantes","Casera o regional","02\01\00\00\","1404FotoTH1.jpg","Pirineos","","607428","4792914","NO"
"1144","Avanti","Avanti","Restauracion","081005","2033","02010000","TUDELA","Restaurantes","","02\01\00\00\","1144FotoTH1.JPG","La Ribera","","614157","4657612","NO"
"1368","Avenida","Avenida","Restauracion","081005","2257","02010000","FUNES","Restaurantes","Casera o regional","","","La Ribera","","598964","4685466","NO"
"1498","Avenida","Avenida","Restauracion","081005","2387","02010000","CORELLA","Restaurantes","Casera o regional","02\01\00\00\","1498FotoTH1.jpg","La Ribera","","600544","4663289","NO"
"6428","Ayestarán I","Ayestarán I","Restauracion","081002","6438","02010000","LEKUNBERRI","Restaurantes","Casera o regional","02\01\00\00\","6428FotoTH1.JPG","Pirineos","","590111","4761679","NO"
"6429","Ayestarán II","Ayestarán II","Restauracion","081002","6439","02010000","LEKUNBERRI","Restaurantes","Casera o regional","02\01\00\00\","6429FotoTH1.JPG","Pirineos","","590162","4761778","NO"
"1526","Azketa","Azketa","Restauracion","081002","2415","02010000","ZUGARRAMURDI","Restaurantes","Casera o regional","02\01\00\00\","1526FotoTH1.jpg","Pirineos","","618388","4791872","NO"
"997","Badar","Badar","Restauracion","081005","1886","02010000","PAMPLONA","Restaurantes","Casera o regional","02\01\00\00\","997FotoTH1.jpg","Cuenca de Pamplona","","610986","4742899","NO"
"1610","Bahia","Bahia","Restauracion","081101                                            ","2499","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","610881","4741155","NO"
"1671","Baja Navarra","Baja Navarra","Restauracion","081101                                            ","2560","02020000","PAMPLONA","Cafeterías","","","","Cuenca de Pamplona","","611442","4740972","NO"
"4885","Balneario de Elgorriaga","Balneario de Elgorriaga","Restauracion","","3045","02040000","ELGORRIAGA","Restaurantes","Casera o regional","01\01\01\00\","4885FotoTH1.jpg","Pirineos","","606548","4774604","SI"
"6467","Balneario de Elgorriaga","Balneario de Elgorriaga","Restauracion","081002","6531","02010000","ELGORRIAGA","Restaurantes","Casera o regional","02\01\00\00\","6467FotoTH1.JPG","Pirineos","","606548","4774604","NO"
